1,54.27721558,54.9999939,54.9999939,54.12941895,54.9999939
3,57.24971924,54.36721191,54.18126831,54.02169189,61.26815186
6,81.35717163,54.17089233,54.12963257,53.86782227,79.47567139
8,113.9338318,54.11489258,54.37044678,53.81951294,93.46782837
11,169.1236206,54.06453857,54.90233765,53.77370605,116.2122131
13,205.8976074,54.04198608,55.3918396,53.75377808,134.720575
16,255.3462158,54.02071533,56.56731567,53.73739014,162.9494263
19,296.0839478,54.00637207,57.96355591,53.72991333,191.3040405
21,319.1073242,54.00036011,58.9899231,53.72741089,210.3194519
24,349.6061035,53.99453125,60.51467285,53.72594604,238.1795593
26,366.9867798,53.99196777,61.49825439,53.72548828,256.312616
29,389.3564697,53.98980103,62.89574585,53.72573242,281.4387451
31,402.8963867,53.9894043,63.74611816,53.72609863,296.9519287
34,421.3106323,53.99028931,64.92821655,53.7277771,317.888147
37,436.7404419,53.99239502,66.0052124,53.73049316,336.4758545
39,445.9612061,53.99431763,66.6847168,53.73253784,347.9907471
42,458.3806396,53.99807129,67.66539917,53.73555908,363.9482666
44,465.461145,54.00100098,68.29589233,53.73806152,374.0509277
47,474.5151001,54.00585327,69.22005615,53.74199829,388.7271973
50,482.8576904,54.01113281,70.12279663,53.74627075,402.9132324
52,488.8741089,54.01293335,70.69835815,53.74315796,412.6307007
55,497.0694214,54.01455078,71.51540527,53.74004517,426.4582153
57,501.8095947,54.01680908,72.14217529,53.73964844,435.0637451
60,508.3371826,54.02028809,73.07836304,53.73909912,447.6081787
62,511.9379517,54.02269897,73.69356689,53.7399231,455.7018066
65,516.3137451,54.02642212,74.59700928,53.74086914,467.4375854
68,520.8199097,54.03035889,75.47689209,53.74306641,478.751001
70,523.2669312,54.03313599,76.04839478,53.74501953,486.0312134
73,526.2734619,54.03719482,76.8772522,53.74788818,496.5607544
75,528.3818604,54.04003296,77.40917358,53.74993286,503.3562866
78,531.6811768,54.04442749,78.17220459,53.75332031,513.2309814
80,533.4061523,54.04732666,78.65715942,53.75606689,519.5700317
83,535.2799927,54.05175171,79.34499512,53.75951538,528.723291
86,537.7763306,54.05620728,79.99401245,53.76372681,537.5697266
88,538.9831177,54.05928955,80.40493164,53.76595459,543.245874
91,540.0519043,54.06511841,81.01177368,53.77196655,550.0108276
93,541.0173584,54.06871948,81.42489014,53.77541504,554.6931396
96,542.6081787,54.07406006,82.02633057,53.78109131,561.2115112
99,543.152002,54.07991943,82.64501343,53.78746948,566.8003174
101,543.9510742,54.08306274,83.04979858,53.79033813,571.1546875
104,551.4127441,54.2887207,83.69970093,53.81707153,578.582605
106,554.6731201,54.40377197,84.08339844,53.83196411,583.2815796
109,557.9632813,54.55397949,84.63341675,53.8532959,590.0028931
111,559.9389282,54.64449463,84.98815308,53.86644897,594.3529907
114,562.8570801,54.77004395,85.50618896,53.88497314,600.8072144
117,564.1668945,54.88625488,85.99694214,53.90322266,607.0441528
119,565.0869385,54.95571289,86.30391846,53.91582642,610.532251
122,566.3749023,55.04979858,86.8116394,53.93630371,614.8570801
124,566.9021851,55.10939941,87.15758667,53.94939575,617.6783691
127,567.0677734,55.19454346,87.66134033,53.96758423,621.7987915
129,567.4050537,55.24846802,87.98537598,53.9789978,624.5231567
132,568.2196899,55.32525024,88.45162354,53.99505005,628.5736938
135,567.9866577,55.39766846,88.88710938,54.01015625,632.4461914
137,568.0598389,55.44365845,89.16362915,54.01986084,635.0152832
140,568.5636841,55.50921021,89.56200562,54.03395996,638.8622681
142,568.4912964,55.55083618,89.81328735,54.04268799,641.3462158
145,567.8858887,55.61037598,90.17171631,54.0553833,644.9399658
148,568.1075684,55.66665039,90.51400146,54.06798706,648.50802
150,567.8842407,55.70250854,90.72936401,54.0755249,650.8015381
153,570.2212769,56.18694458,91.07787476,54.11663208,655.1388794
155,572.2572266,56.55785522,91.28237305,54.14873657,658.2348877
158,574.9387451,57.03203735,91.5619751,54.19246826,662.7241455
160,575.5884644,57.27987061,91.76226196,54.22075806,664.7150513
163,575.8749634,57.63244019,92.08846436,54.26137695,667.6175781
166,576.8729492,57.97039185,92.41515503,54.30013428,670.5378052
168,577.0869995,58.18053589,92.62270508,54.3244873,672.4233643
171,576.7387329,58.47652588,92.91750488,54.35918579,675.1441284
173,576.7921997,58.66253052,93.10772095,54.38161621,676.9479614
176,577.310022,58.92516479,93.3829895,54.41326294,679.6521851
178,577.268457,59.09035645,93.55620728,54.43370972,681.3843018
181,576.6413208,59.32476196,93.8015686,54.46273193,683.8749023
184,577.2193848,59.54482422,94.03988037,54.49028931,686.4041992
186,577.2680908,59.68407593,94.19002686,54.50795898,688.0240112
189,576.7731567,59.88341675,94.40334473,54.53319702,690.3494507
191,576.8271729,60.00985107,94.5432373,54.54958496,691.8981567
194,577.5074097,60.19106445,94.74733887,54.57259521,694.2335449
197,576.9374634,60.36449585,94.93795166,54.59404907,696.4092041
199,576.9599243,60.48104248,95.0624939,54.60787354,697.8654419
202,578.9269653,60.91298828,95.2739502,54.65300903,700.4417358
204,580.3616577,61.45638428,95.4309021,54.70736084,702.4998413
207,580.435144,62.09081421,95.65465698,54.7774292,704.7887817
209,581.0169312,62.45665894,95.82268677,54.82018433,706.1421753
212,582.678125,62.96502075,96.07814941,54.88051758,708.2027832
215,582.3564087,63.43114624,96.31682739,54.93691406,710.1065918
217,582.6333862,63.72139893,96.47054443,54.97295532,711.3877197
220,583.7300659,64.12993774,96.69078979,55.02404175,713.3307129
222,583.8572021,64.38616333,96.82628784,55.05648193,714.5606934
225,583.2724243,64.74935303,97.0125061,55.10335693,716.3078857
227,583.3442627,64.978479,97.12972412,55.13311157,717.4829346
230,584.0736328,65.30440674,97.29488525,55.17592773,719.2729736
233,583.4036499,65.61144409,97.43740234,55.21639404,720.9023071
235,583.4251343,65.80669556,97.52648315,55.24202881,722.0053345
238,584.0457397,66.10128174,97.652948,55.27935181,723.688501
240,584.0469604,66.29155884,97.72759399,55.303125,724.7491699
243,583.3642822,66.5670105,97.82750854,55.33651123,726.249292
246,583.9223267,66.83132324,97.92525635,55.36876831,727.8341309
248,583.8756348,67.00182495,97.98363647,55.38930664,728.8332153
251,583.1812988,67.24971924,98.06057129,55.41845093,730.2437378
253,584.5638062,67.86293945,98.14693604,55.50252686,731.7015625
256,586.4341064,68.54787598,98.29281006,55.60021362,733.464563
258,586.9659668,68.94161377,98.40325317,55.65780029,734.4267822
261,587.0431152,69.49221191,98.5664917,55.73980103,735.7845703
264,588.0590454,70.00222168,98.73235474,55.81636963,737.2409302
266,588.2641846,70.32332764,98.83831177,55.86504517,738.1564575
269,588.0480591,70.78032837,98.9911438,55.93413696,739.4499146
271,588.1740967,71.07085571,99.09468994,55.97878418,740.336145
274,588.8421265,71.48781738,99.25289307,56.04281006,741.7122437
276,588.9269653,71.75435791,99.35689697,56.08376465,742.5747925
279,588.5047852,72.13863525,99.51464233,56.14226685,743.7744995
282,589.0603271,72.50682983,99.69490967,56.19811401,745.0892578
284,589.1057373,72.74361572,99.82091675,56.2340332,745.9095093
287,588.65896,73.08727417,100.0104309,56.28548584,747.0552002
289,588.6723267,73.30898438,100.1436707,56.31847534,747.8501831
292,589.1629272,73.63143311,100.3611084,56.36531982,749.0992676
295,588.683252,73.94265137,100.5861755,56.40917358,750.1953979
297,588.6584717,74.14455566,100.7419983,56.4366394,750.966272
300,589.1289307,74.43926392,100.987085,56.47646484,752.1770874
302,589.4634644,74.87804565,101.2098328,56.5453125,752.5180908
305,577.9129272,75.7390686,101.5803772,56.68764648,746.7704712
307,568.9742065,76.24160156,101.7633606,56.77001343,744.8774658
310,554.4718262,76.93059692,101.8327576,56.88359985,737.8832031
313,540.716333,77.56438599,101.6506592,56.98546753,723.7054688
315,534.7952515,77.96151123,101.4504944,57.04781494,711.282312
318,528.5369507,78.525354,101.1539551,57.13582764,690.9189087
320,525.7243286,78.88353882,101.0129944,57.18953857,677.9636475
323,525.6060425,79.39541016,100.9424683,57.26543579,661.5536133
325,528.999292,79.72097168,101.0066772,57.31353149,653.8488403
328,540.5240112,80.18926392,101.2891479,57.38033447,646.719812
331,559.2027222,80.57283936,101.5449463,57.43227539,642.7247559
333,573.8857666,80.83110962,101.8287292,57.46727905,640.3411499
336,586.0437866,81.16164551,102.1865784,57.51094971,637.3406006
338,583.0594116,81.40563354,102.5790039,57.54424438,634.5031982
341,581.0376221,81.77190552,103.2644287,57.58797607,629.8358398
344,571.2629028,82.09057007,103.8684021,57.62682495,626.8432251
346,562.1936279,82.2776123,104.192804,57.64928589,624.8843018
349,554.1870361,82.55184326,104.650293,57.68016968,621.8255249
351,550.3576294,82.7293335,104.9362122,57.70107422,620.0401855
