"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual","Energy: Residual","Tke: Residual","Tdr: Residual","O2: Residual","CO2: Residual","CO: Residual","CH4: Residual","H2O: Residual","N2: Residual"
7986.0,1.698978934665994E-7,1.070756704870719E-7,4.1523355419446566E-7,1.651407762703884E-7,0.08566184455618867,3.904846638904491E-8,3.8949703129884335E-7,7.946756953050661E-9,1.7308752023377173E-8,1.0873107691088703E-8,3.3542092038147836E-10,3.1335708268176812E-9,2.952761805764021E-9
7989.0,1.6772100660745385E-7,1.0759900837960069E-7,3.8600083976498697E-7,1.6451004588507578E-7,0.08740454181072398,4.17505672367989E-8,4.5682412803756906E-7,6.454092602424154E-9,1.2606954973017147E-8,7.912020189011046E-9,6.132668842965683E-10,2.1793796518750707E-9,2.394675554368924E-9
7991.0,1.5023483193831395E-7,1.0920973031711203E-7,4.283912665176675E-7,1.6106146260503293E-7,0.11237452835662749,4.514932896400639E-8,5.406243578741437E-7,7.151610617526244E-9,1.3548434809268562E-8,8.668141815277324E-9,8.788489785879063E-10,2.4293487730601507E-9,2.589408285680382E-9
7994.0,1.6467150180069177E-7,1.121167789467427E-7,3.8856468873212466E-7,1.5397421816270674E-7,0.09695608364839191,4.3269908089912845E-8,4.6612012687749154E-7,7.826956054030068E-9,1.565461557257334E-8,9.980917660845218E-9,3.4819080084804083E-10,3.1274717493615E-9,3.01291340315382E-9
7996.0,1.9154943418354225E-7,1.2074183394677398E-7,5.520674648745565E-7,1.5822898330089223E-7,0.09303351434352468,4.0489750899031526E-8,4.1242634796921743E-7,1.0072703025881206E-8,1.8151611596891003E-8,1.1471755799285802E-8,3.061179321165487E-10,4.385952836353951E-9,3.4029401596762036E-9
7999.0,2.3247998638077493E-7,1.3609960208775512E-7,4.772082169754525E-7,1.6326900996134937E-7,0.09777397938636112,3.808009716810134E-8,4.3871491588528086E-7,7.399881833104838E-9,1.2681204089663277E-8,7.96258106121836E-9,7.817272857733908E-10,3.2874063060841198E-9,3.1874356019989197E-9
8001.0,2.2971793597526018E-7,1.3765836070072144E-7,5.194305975823671E-7,1.5486397788296792E-7,0.09568177324435173,3.423927090208915E-8,4.6956643766824947E-7,7.608406261792352E-9,1.2806794377968775E-8,7.870823162447014E-9,9.067874794803088E-10,3.4665751164511536E-9,3.2989602109510764E-9
8004.0,2.03791672116412E-7,1.2886094495732875E-7,4.2681808928707366E-7,1.5021508379864895E-7,0.08927710342489711,3.125078493547555E-8,3.696946646680623E-7,8.209547901362269E-9,1.5401442229377163E-8,9.610452351012849E-9,2.825621266627979E-10,3.749173636334635E-9,3.052023703705902E-9
8007.0,2.051506339035467E-7,1.2123467788621937E-7,4.474985098282066E-7,1.3909555484583642E-7,0.09230086048221103,3.220480038956787E-8,4.2571696623217653E-7,8.41957085790009E-9,1.6144412134070474E-8,1.0030818993490543E-8,7.064014463369992E-10,3.0583608889911873E-9,2.9191435203823376E-9
8009.0,1.945530315938931E-7,1.131600832389962E-7,3.8631154902247515E-7,1.3630792561163942E-7,0.08517977595446727,3.590180773943814E-8,4.193173227073637E-7,7.808235279007963E-9,1.2133458194018003E-8,7.576672105896296E-9,1.0911520534987527E-9,3.3390763836254044E-9,4.160007570541333E-9
8012.0,1.663889511618693E-7,1.0172025452290139E-7,3.2781181393891864E-7,1.3635795137584955E-7,0.09083794796371499,3.9933270556311134E-8,4.028862384870127E-7,8.750143154758536E-9,1.6077040439018763E-8,1.0143469038764844E-8,3.248865962088314E-10,4.1819554004487915E-9,3.4292296104465235E-9
8014.0,2.1416202329630093E-7,9.60305196786154E-8,3.3432116697172026E-7,1.389373300466016E-7,0.08967585092560526,4.022191718021352E-8,5.078478964833788E-7,8.435607189189422E-9,1.6483105708443633E-8,1.0380648407118914E-8,3.447809359349249E-10,4.539357948495487E-9,3.0998117744391802E-9
8017.0,1.780187774358608E-7,9.417152240513128E-8,4.067037703600717E-7,1.434591908545964E-7,0.08654551217092933,3.3816703623684255E-8,3.715931573913407E-7,6.821790263831441E-9,1.1034570419935335E-8,6.9328011962027714E-9,1.1668611872214023E-9,3.118124297065854E-9,3.158104099719058E-9
8019.0,1.6870234482885867E-7,9.9534776287545E-8,3.2899225056617963E-7,1.5141967829522858E-7,0.09432792337679465,3.1991819892464854E-8,5.449499559101282E-7,8.657660132862107E-9,1.7580184880415636E-8,1.1032297879726984E-8,6.403168188237471E-10,2.5014242771853354E-9,3.3513554335635685E-9
8022.0,1.5655435878567509E-7,1.0083444907467726E-7,3.0539151608437677E-7,1.4698583083005945E-7,0.0913814165651244,3.1647728662500175E-8,4.059607954399187E-7,9.086024000417085E-9,1.8210591261906742E-8,1.1650085230086265E-8,3.081817439548871E-10,5.305308868917332E-9,3.2957468602483845E-9
8025.0,1.322469632931682E-7,1.0118359760978722E-7,2.908324246887178E-7,1.4192742351003313E-7,0.10227017729369489,3.015076938106199E-8,3.512480525833496E-7,7.1415891462830135E-9,1.3103795238439882E-8,8.375568139619795E-9,1.1244515941937609E-9,3.143158921234285E-9,2.811833668456755E-9
8027.0,1.706807977654639E-7,1.008330609642306E-7,2.570452084925199E-7,1.3747532174169755E-7,0.10392270583868626,3.1484676246763934E-8,4.7464502344631995E-7,7.393491873312201E-9,1.3320785494495489E-8,8.201163336942718E-9,9.314786726368008E-10,2.739583663205784E-9,2.9103882568450434E-9
8030.0,1.523413882786347E-7,1.030170745416556E-7,4.063089473484229E-7,1.3435968248599837E-7,0.09442082453714824,3.31597534597217E-8,7.279908388350836E-7,8.05794896181049E-9,1.4668535484212048E-8,9.423963206313549E-9,3.0070459691062576E-10,5.120854772470144E-9,4.140464899579943E-9
8032.0,1.8919154110262555E-7,1.1099884901455312E-7,6.952151407053898E-7,1.4895167285834134E-7,0.10231494394652668,3.353980443680436E-8,3.962999533977527E-7,8.992203385784407E-9,1.527238143429038E-8,9.565631293700232E-9,3.913622668033208E-10,5.868838177242276E-9,4.602618765300917E-9
8035.0,1.9575823553134E-7,1.247786843377213E-7,6.249429060255729E-7,1.720852895428154E-7,0.09720649625882359,3.653393225607921E-8,4.320750977379238E-7,9.111196781276254E-9,1.429618414347241E-8,8.591126723944221E-9,1.1445482300293681E-9,3.67496272688015E-9,3.3088066060706864E-9
8038.0,2.5109109055371623E-7,1.323288956470437E-7,6.42802585094186E-7,1.6455123884357757E-7,0.10355719208118896,4.223580840712636E-8,5.406093659211978E-7,8.480354578927638E-9,1.500811035698858E-8,9.51208700738953E-9,3.5484541446456787E-10,5.542180409695968E-9,4.292350332687341E-9
8040.0,2.3017516893348476E-7,1.280811438128032E-7,5.231709615794216E-7,1.6768097517186631E-7,0.10213382275026023,4.4610968353945374E-8,3.3761432274711257E-7,9.085365684599382E-9,1.7009314435656608E-8,1.0504996179604761E-8,2.8664866264025667E-10,5.459422459743636E-9,4.011135024885109E-9
8043.0,2.3036982190264313E-7,1.2201338363604936E-7,4.402071353227104E-7,1.6835028263037E-7,0.09796323983469524,5.061354208333635E-8,3.479233254744192E-7,8.829433506995691E-9,1.6708296319558232E-8,1.0180615034265191E-8,7.946358694248069E-10,3.415928933111789E-9,3.45015167105659E-9
8045.0,2.3280724507577016E-7,1.2532459664044763E-7,5.874369869221294E-7,1.7367028356884976E-7,0.08705025844262887,5.431992572845088E-8,6.893620225380156E-7,7.763374994328006E-9,1.2903075824316284E-8,8.094238187557312E-9,9.330261528565175E-10,3.1916056753423793E-9,3.7166492659176654E-9
8048.0,2.169989301325748E-7,1.330343860687012E-7,6.236616694480152E-7,1.748859648108317E-7,0.09124099188951484,5.31981170984517E-8,3.5127533476874627E-7,8.476428419219621E-9,1.675065688306934E-8,1.0562221783855478E-8,3.2406796932402547E-10,4.687449327399798E-9,3.3160701858569893E-9
8050.0,2.3027792888811536E-7,1.3592312276087147E-7,5.671980530274317E-7,1.72223370016618E-7,0.08911315097707698,4.865949044064505E-8,4.529501624133263E-7,8.347731858292584E-9,1.548112328620373E-8,9.782659357509037E-9,3.9153193986222986E-10,4.769577867109694E-9,3.4400455055137214E-9
8053.0,2.0366963430475988E-7,1.3934287498294796E-7,5.475857065649595E-7,1.698002344272449E-7,0.08416361333255158,4.067872768782728E-8,5.125587287736477E-7,7.267171230970145E-9,1.256471860412722E-8,8.035989951314905E-9,1.1533135162666258E-9,3.150481514991244E-9,3.2449253977697065E-9
8056.0,1.865312011464901E-7,1.346847321403323E-7,3.899237589427669E-7,1.6424522332030277E-7,0.0886046072203805,4.1586353606942076E-8,3.4807007035968297E-7,7.379037929670147E-9,1.4922510273884054E-8,9.495521802658609E-9,2.8313020715531433E-10,4.015515854327944E-9,2.958021340425674E-9
8058.0,2.414786242151889E-7,1.30349005216199E-7,4.1344758380766884E-7,1.5643545593314766E-7,0.09145677530114223,4.388779575732315E-8,4.7512966900507247E-7,8.435339409614878E-9,1.611128504622205E-8,1.0419022017134733E-8,4.4770312384442256E-10,6.247108895766683E-9,3.601795557816661E-9
8061.0,1.7638589206249685E-7,1.299945476371934E-7,4.210955815381173E-7,1.67171727649147E-7,0.11425995607187554,4.7644216443286086E-8,5.008324741896472E-7,7.7617535483532E-9,1.2024745732971352E-8,7.529772255170884E-9,1.2450219074473764E-9,3.141319818794954E-9,3.7086478241898628E-9
8063.0,1.6603043769141638E-7,1.264129790826705E-7,5.229873273046882E-7,1.6106082230546997E-7,0.13441366083124612,4.77236055957925E-8,4.841823737132584E-7,7.959412668386088E-9,1.606930363732226E-8,1.0119270556017127E-8,6.909463536911222E-10,2.6142357613076112E-9,2.8611175621903846E-9
8066.0,1.77604951606413E-7,1.2751791559938873E-7,5.753874133367923E-7,1.6293273324157258E-7,0.09252689249411074,4.596460398308907E-8,4.6404054377540623E-7,8.933013143758626E-9,1.6371785846143864E-8,1.038342960969622E-8,4.0327284668708444E-10,6.049774681677751E-9,3.4681036234423945E-9
8068.0,1.8645108588386252E-7,1.3184882222535817E-7,6.426552581742414E-7,1.772882831735383E-7,0.08665945559473169,4.2939148958770184E-8,4.804576522967212E-7,8.150157110892768E-9,1.536370157641762E-8,9.825262803789797E-9,2.975505870492988E-10,3.959546357335129E-9,3.2404356342769384E-9
8071.0,1.8960570139805552E-7,1.3219221424243815E-7,4.203069436501639E-7,1.5782324478512446E-7,0.09704419153590678,3.8571103808377306E-8,4.29665854446208E-7,8.572277700256768E-9,1.4600914382245174E-8,8.943757046134989E-9,9.018458261319476E-10,3.6862634617385804E-9,3.3022723273718175E-9
8074.0,2.1520999926733525E-7,1.3056900438301297E-7,4.501029550815482E-7,1.6108298606071065E-7,0.08425726789876747,4.0115472111647516E-8,4.1453258602003456E-7,8.817452164917617E-9,1.557692128829758E-8,9.82616748241755E-9,3.3905541226042446E-10,4.535878636945317E-9,3.324463639756858E-9
8076.0,2.2328259803769106E-7,1.317350576587431E-7,4.773763183609974E-7,1.665201553494498E-7,0.08847433760219721,4.275700704621495E-8,4.768904915056072E-7,8.556566737041169E-9,1.592660473940257E-8,1.003353573486406E-8,3.294635788115412E-10,4.153504101243683E-9,3.185912609521356E-9
8079.0,2.0523117341950703E-7,1.3733396505113147E-7,5.229634890957085E-7,1.7844587420810898E-7,0.08528219307314577,4.83597711993674E-8,4.2777760626788696E-7,7.678724835691348E-9,1.4360005708257262E-8,8.797980116797645E-9,8.871128089148041E-10,2.9178467413292294E-9,3.142709714584044E-9
8081.0,1.953059855103212E-7,1.4242491205107863E-7,5.260493310087092E-7,1.773978347058345E-7,0.08688466626349714,5.0024146974068E-8,6.824855493250485E-7,8.053840145370996E-9,1.4493755049283393E-8,9.29270603576079E-9,1.1806196140627413E-9,3.3321666366432316E-9,3.155483084888371E-9
8084.0,2.4577030932516877E-7,1.4845164987511467E-7,4.854443101895275E-7,1.761060969199951E-7,0.09720304128734016,4.637194226781177E-8,3.6623679636319947E-7,8.455533809047369E-9,1.5631518115711724E-8,9.959372025146007E-9,3.562406037888189E-10,5.353862050819136E-9,3.381233815274087E-9
8087.0,2.2789802771550852E-7,1.5163785910443375E-7,4.909947191931496E-7,1.7945676402815263E-7,0.09153701111471495,4.3874756847209556E-8,3.760709671405553E-7,8.78489170607536E-9,1.4948267407188873E-8,9.20411318817665E-9,8.42009931596013E-10,2.9586003918532824E-9,3.5382633360126343E-9
8089.0,2.177352173000169E-7,1.525501051495115E-7,4.6365916738662645E-7,1.8738532425696546E-7,0.08351413207506465,4.521248202071188E-8,6.146344781625432E-7,7.488870078895908E-9,1.2740323380432906E-8,8.091448229846164E-9,1.20751117055705E-9,3.2651541544296458E-9,2.6784096589241732E-9
8092.0,2.0595391036667967E-7,1.4996157523522218E-7,4.7202192890467054E-7,1.8377212332333334E-7,0.09067840286494515,4.564479829512995E-8,4.1555676100250356E-7,8.674535952920616E-9,1.7020580809523694E-8,1.0683574221186263E-8,3.457966017644284E-10,4.8174336743261165E-9,3.1514606986451137E-9
8094.0,1.7774882143985666E-7,1.4468031046488618E-7,4.7008543200573155E-7,1.8351066414294997E-7,0.10828407621441834,4.598504868714974E-8,4.202645893822439E-7,8.565973538857693E-9,1.484801834012523E-8,9.594589354012231E-9,3.208470620461423E-10,5.252685291397143E-9,3.154147238981277E-9
8097.0,1.9865093848747142E-7,1.288911757987082E-7,4.346520836331647E-7,1.789701342593598E-7,0.14236203564122038,4.6040952189776666E-8,4.857955123358879E-7,9.194910699719531E-9,1.8575222652096014E-8,1.1849983697360872E-8,9.158555921249399E-10,2.963903126116024E-9,3.1235444393819477E-9
8099.0,1.5809741366156008E-7,1.1994542985968145E-7,4.3610056397589416E-7,1.8022497175424895E-7,0.09509011529223647,4.564870125529084E-8,4.548069411962823E-7,8.146861837452833E-9,1.556149827021321E-8,9.771475806410547E-9,1.1307129973334446E-9,3.0688308778769196E-9,3.0741431845883725E-9
8102.0,1.9700515473956092E-7,1.3195272458411362E-7,5.246572426264661E-7,2.0147402068805073E-7,0.0967090333225149,4.507316292835544E-8,5.378816581497757E-7,8.335343617882548E-9,1.4754930841204556E-8,9.204596039493635E-9,3.139236423526972E-10,4.253676216494753E-9,3.1539711983648066E-9
8105.0,2.4645033785567935E-7,1.4189223322219014E-7,4.572528663919969E-7,2.0664845118345673E-7,0.10089791487076215,4.124982042181865E-8,4.6462061570501495E-7,8.498441039554317E-9,1.4327368557759964E-8,8.67176097651885E-9,7.395217642375581E-10,3.670681168531566E-9,3.4385047323082225E-9
8107.0,2.4929334492595073E-7,1.4938828213190408E-7,5.686385702493294E-7,2.1760465539032005E-7,0.09141902027117826,4.0741206818555124E-8,4.671230769037205E-7,8.029017142103631E-9,1.420953356833188E-8,8.691827471327709E-9,9.778014612326618E-10,3.187288436497933E-9,3.4698877691101647E-9
8110.0,2.451920428277607E-7,1.534243017894718E-7,5.407831303436805E-7,2.237410415322178E-7,0.0936129226289262,4.334080926053773E-8,3.9266624452354113E-7,9.05552342562551E-9,1.61679600454641E-8,1.0066195066053348E-8,3.0526627994405777E-10,3.513175576689215E-9,3.6451085699336147E-9
8112.0,2.600814312971294E-7,1.5871087527297992E-7,6.369548773878079E-7,2.450040565383826E-7,0.09467494324108795,5.112615428251802E-8,3.945590502597672E-7,1.095374894596278E-8,1.7951466732639466E-8,1.13983819126126E-8,3.6739496147076454E-10,6.214852916098883E-9,4.102861098271862E-9
8115.0,2.3406152303662167E-7,1.556109529704407E-7,7.394245112774686E-7,2.2311667531663252E-7,0.08344394491810708,5.1562000232010644E-8,5.3860990116685E-7,7.505695204645775E-9,1.125980620811918E-8,6.963350414813088E-9,1.3322948945743735E-9,3.6275492825035743E-9,3.447846989435359E-9
8117.0,2.6825405268442106E-7,1.614343039322439E-7,6.570042218148409E-7,2.201298419998631E-7,0.08739076119541782,4.7206550208119E-8,6.870273677430672E-7,9.018108693869392E-9,1.6712266541534186E-8,1.0160640411930942E-8,3.786679131209705E-10,2.5500100271163246E-9,2.9401902572091913E-9
8120.0,2.7266276395504614E-7,1.5600349165917799E-7,5.604214611993547E-7,2.030808532277797E-7,0.09385771839486595,4.309230402128719E-8,7.138011456320723E-7,1.0494809948172611E-8,1.6542525369525907E-8,1.1284797162641059E-8,3.2342779107973547E-10,9.455387810881552E-9,3.926398512571454E-9
8123.0,2.3771520089117516E-7,1.5238548284866396E-7,4.699962277173855E-7,1.9106099454302755E-7,0.09187452928290846,3.768529794529486E-8,5.460916602436897E-7,8.924343145324514E-9,1.3906659875359592E-8,8.85169452108069E-9,1.5419133055018913E-9,4.142631090212143E-9,3.978375109365244E-9
8125.0,2.0893970585169907E-7,1.452792080261821E-7,5.627469918405304E-7,1.8472217291286E-7,0.08095338675632273,3.737756955506002E-8,6.453753665832242E-7,8.388213752085944E-9,1.5965571209166883E-8,9.707675737701181E-9,8.289568430761E-10,2.968710819162107E-9,3.316623048167081E-9
8128.0,2.2403699769782256E-7,1.3868355261908152E-7,4.3541857086747584E-7,1.7242472817951225E-7,0.09201944154257771,3.9240257470101074E-8,6.45605509679907E-7,9.308649946389056E-9,1.4214736697969969E-8,9.39809919175396E-9,3.498409809157969E-10,7.274397875142398E-9,4.0095687262594555E-9
8130.0,1.9686988358844513E-7,1.2028373395470918E-7,3.635633599155993E-7,1.5521039740395444E-7,0.11749712449474198,3.666931738038389E-8,5.50981285376811E-7,8.514939155206076E-9,1.470463124164945E-8,9.38561224949137E-9,3.2910042870781043E-10,5.090528839292882E-9,4.112893248266582E-9
8133.0,1.8367669525218875E-7,1.1392685217755751E-7,5.197837227536027E-7,1.4621829588594697E-7,0.111719964025443,3.655326369415412E-8,6.566755523885153E-7,8.91699518328399E-9,1.4287948323654539E-8,8.765772755298064E-9,8.644409377835306E-10,3.1679345715305105E-9,4.861716400737509E-9
8136.0,2.0571382518624233E-7,1.2925363577917748E-7,6.398882609876597E-7,1.642523844389524E-7,0.08885955040112525,4.163633566363924E-8,5.996814764449765E-7,9.738272644922753E-9,1.4422893221017708E-8,9.05156892464601E-9,3.369977214191903E-10,8.19784340242789E-9,4.394962303843019E-9
8138.0,2.069369944723022E-7,1.2841816303754787E-7,4.893103570561333E-7,1.659367391486839E-7,0.1014099231597573,3.6711994626027535E-8,5.371076493044776E-7,8.605019305977824E-9,1.5634240251026582E-8,9.662127603221103E-9,2.791703465891584E-10,4.96570213940293E-9,3.6990793871941223E-9
8141.0,2.0038249107027703E-7,1.321197682584411E-7,4.512773037876372E-7,1.689109981775307E-7,0.09668687613472923,3.994995207035254E-8,5.782390295251452E-7,9.006915552575701E-9,1.821268384001156E-8,1.1183576109007532E-8,6.821805854329804E-10,3.4554151715921633E-9,3.796196211193218E-9
8143.0,2.3143886232687935E-7,1.2341569340023794E-7,4.986620064799051E-7,1.6195152928678696E-7,0.08560747397568247,4.193660342019522E-8,6.427780331359545E-7,8.416958247056107E-9,1.2901136785976739E-8,8.000584428500986E-9,1.2651595343771114E-9,4.025576092672353E-9,4.019662197510067E-9
8146.0,2.572793419289585E-7,1.2744528636103013E-7,6.982548435371827E-7,1.7658831504024748E-7,0.09272491926991437,4.6872720138736E-8,4.5055265820480264E-7,9.052801011130413E-9,1.547017477436066E-8,9.517178175846095E-9,3.226058327687802E-10,4.585993046120455E-9,4.09510598691542E-9
8148.0,2.673377311536293E-7,1.340815345638621E-7,6.343395558509625E-7,2.111060733859214E-7,0.09022366453804367,5.549746425120066E-8,6.175274062568196E-7,9.88888669120186E-9,1.8651928411465753E-8,1.2550507457424115E-8,3.3471883289163996E-10,8.130215630919273E-9,4.048407124399429E-9
8151.0,2.37879915056092E-7,1.308403313099243E-7,7.285272247263702E-7,1.8202119922910848E-7,0.08596536643304044,4.9040246068120296E-8,6.84374280314334E-7,8.011884055555644E-9,1.365434048827501E-8,8.429246040918027E-9,1.1861960204856352E-9,3.6237866293948603E-9,3.4359637448969687E-9
8154.0,2.609788629977215E-7,1.3718790137191018E-7,5.582578295596529E-7,1.8019040565845148E-7,0.09058426581535524,4.286415375243682E-8,4.825229800900261E-7,1.2013812546455966E-8,1.977704222741938E-8,1.1898751650569043E-8,3.1237224894029434E-10,4.3279450727646265E-9,3.921129430822394E-9
8156.0,2.457993095693639E-7,1.3883154610598098E-7,6.488584972000716E-7,1.8534153213350678E-7,0.08947150930787058,4.1058014906445374E-8,4.690597385495984E-7,9.539975034003231E-9,1.6585170689138803E-8,1.072555401260719E-8,3.169953332131464E-10,5.889243809087907E-9,4.540641837204739E-9
8159.0,2.0964149124718414E-7,1.342471006582875E-7,5.495892927821891E-7,1.81149069457487E-7,0.08280555742142255,4.290458339452197E-8,7.103457935394188E-7,7.338676881322678E-9,1.2788488396777101E-8,8.024793322936862E-9,1.1247332209465233E-9,3.213237395711462E-9,2.497176535425557E-9
8161.0,2.3546510507217717E-7,1.304537100122139E-7,5.010738519392549E-7,1.7295850673701791E-7,0.0888859295840395,4.2228040714246734E-8,6.834414731481358E-7,9.728828738316037E-9,1.871895417255277E-8,1.1312692125883417E-8,6.163387593719711E-10,2.5489129985391616E-9,2.8201908514352885E-9
8164.0,2.0584942374671098E-7,1.2966149879504894E-7,4.510533015675169E-7,1.6306473795727996E-7,0.11279644617519913,4.617068501257374E-8,5.16720884778905E-7,1.0631361404847282E-8,2.0556128058702034E-8,1.3758699060066351E-8,3.464548599579492E-10,7.914601506466415E-9,3.861487499164E-9
8167.0,2.2226022478407547E-7,1.3440690358677293E-7,5.549810767003721E-7,1.8622604537169507E-7,0.1076905768572312,4.9147107741372933E-8,9.338425007267557E-7,9.394129461697648E-9,1.3081010576311261E-8,7.976323360003452E-9,1.230615169441817E-9,3.674301978517652E-9,5.050239358712981E-9
8169.0,2.103902151938121E-7,1.2747841226150905E-7,6.303033068204289E-7,1.6744468873682582E-7,0.10641708876092319,4.5603764399845675E-8,5.98836776025364E-7,9.353727256525604E-9,1.753454899118165E-8,1.0548774001581392E-8,5.79711415543893E-10,2.83127979777527E-9,3.2046561442215842E-9
8172.0,2.239933390044978E-7,1.4224673670008153E-7,5.891147485951312E-7,1.8122324178753988E-7,0.0950690062966211,4.581697973283567E-8,7.202324885457587E-7,1.0937527557721116E-8,1.9065047992121013E-8,1.3133087142049166E-8,3.5671086872378196E-10,9.578792180267331E-9,4.121451875982592E-9
8174.0,2.4665189267823446E-7,1.42825087108627E-7,6.137028972305871E-7,1.8949771972586621E-7,0.10231316603950547,3.980949185123652E-8,4.589218922851634E-7,9.438596559363318E-9,1.5560428735214542E-8,9.3839271060413E-9,3.2904086444357645E-10,4.346413722589336E-9,3.4177053690022883E-9
8177.0,2.2633293408644802E-7,1.3941479251734607E-7,5.220641357990155E-7,1.8586645526426964E-7,0.08809502874549946,3.764970789933263E-8,3.905111252674691E-7,1.1591103598827997E-8,2.1782683182513503E-8,1.2989913465976635E-8,7.36685363346261E-10,3.10108256794439E-9,3.8555597806016446E-9
8179.0,2.593106581303574E-7,1.3739130806459102E-7,6.281432843999539E-7,1.9461580185887782E-7,0.08777854734022067,4.068400319557536E-8,7.729390487422012E-7,9.261276380452491E-9,1.4136494654930746E-8,8.704845612250015E-9,1.275295474646744E-9,4.182660787813684E-9,3.666812273182253E-9
8182.0,2.461636748492731E-7,1.30214867211405E-7,5.072691598900458E-7,1.8619344194658745E-7,0.08505318658138396,4.851432669322996E-8,5.608545528186536E-7,9.670490924941751E-9,1.5076433895764316E-8,8.662637292180714E-9,2.8018698746600144E-10,3.1708174951466688E-9,3.767337168805458E-9
8185.0,2.3700364709968176E-7,1.300495602311377E-7,5.602385214522232E-7,1.9937608147071784E-7,0.09016691447098099,5.072563814199991E-8,5.463294863207821E-7,9.93454758155742E-9,2.0120650381339047E-8,1.2249461266510844E-8,4.065028726657551E-10,2.7647174244489632E-9,2.5957252760560013E-9
8187.0,2.0262121298891843E-7,1.2436587846951592E-7,5.806291945647403E-7,1.8397789626222123E-7,0.08054152399375747,4.8876310370110305E-8,5.908860747881579E-7,8.461327793849686E-9,1.0543230139906145E-8,6.486510778154348E-9,1.5008755831076872E-9,3.989614505019272E-9,4.519412858960238E-9
8190.0,2.32231378006296E-7,1.2900937890623167E-7,4.570046492521147E-7,1.8853688243351325E-7,0.08461674625087352,4.292719041130567E-8,5.123401434992293E-7,7.0522775190843546E-9,1.387116460903702E-8,8.655951558228118E-9,3.060984854481693E-10,2.9944040447586192E-9,2.622426111462072E-9
8192.0,2.3639999576822827E-7,1.4168395725490878E-7,5.044750098664548E-7,1.9333563084536227E-7,0.08602005482608653,4.706617697406724E-8,4.749437470695903E-7,9.648432390045558E-9,1.6243037707130468E-8,1.0232194360173663E-8,3.472307201637038E-10,7.091269253416178E-9,3.7147165952610698E-9
8195.0,2.1500101742375263E-7,1.3092619838212956E-7,6.607437424608624E-7,1.840629765996303E-7,0.08049123860580991,4.3175095272865366E-8,4.966981796641778E-7,8.004027690237405E-9,1.1570637119252334E-8,7.27849450595216E-9,1.4001987478237618E-9,3.673856229831374E-9,4.662111577960141E-9
8197.0,1.9334817663587845E-7,1.2943597776822907E-7,4.5769152931226834E-7,1.7945543984604993E-7,0.08662401541051093,4.198589093274991E-8,5.587513034223839E-7,7.74253376972642E-9,1.54721609031867E-8,9.535633156609656E-9,5.033815893027255E-10,2.5836517317398358E-9,2.593230065642356E-9
8200.0,1.9281779647095095E-7,1.3027133825919669E-7,4.1807706090673185E-7,1.7019534388650677E-7,0.10446563896895959,4.2867069858208814E-8,5.25239286370365E-7,1.0786332306288617E-8,2.1235414484707597E-8,1.4245103173100514E-8,3.5029851262396766E-10,8.252704277891495E-9,3.967465220382509E-9
8203.0,1.950808099005499E-7,1.3175656754532886E-7,4.3561144851239297E-7,1.690433766166413E-7,0.13550047901680481,4.386607769933818E-8,6.777664786146742E-7,8.221887824738193E-9,1.2212531357240401E-8,7.619201985279517E-9,1.4489786518744126E-9,3.859529132434291E-9,3.473797390734996E-9
8205.0,1.9630068856583388E-7,1.3337947557979354E-7,6.460305151507455E-7,1.6077076419186958E-7,0.09703617855355938,4.126440283144741E-8,7.353192789695206E-7,8.358988608394366E-9,1.5295060310634548E-8,9.048480013923462E-9,5.918395974261174E-10,2.8104761378741402E-9,2.8882352544403685E-9
8208.0,2.078145834094222E-7,1.4893945962878075E-7,6.155676195098227E-7,1.6810537774343145E-7,0.08797635038797559,4.042425876790885E-8,5.002409727175143E-7,9.442994267476953E-9,1.7500876681780494E-8,1.1515320707290526E-8,3.343149654521592E-10,7.418949543955525E-9,4.043303684315609E-9
8210.0,2.100184997806911E-7,1.4385212167885755E-7,5.50247019071294E-7,1.6726801949171375E-7,0.09678903980534445,3.577844924439961E-8,4.394794924087522E-7,9.354108564673863E-9,1.6279266924720227E-8,1.0176643206762727E-8,2.621652481126E-10,3.923176743059689E-9,3.6520649430585665E-9
8213.0,2.2031700952075893E-7,1.3066781688699655E-7,5.473900148274465E-7,1.4791736492389064E-7,0.0963522308958073,3.42023145362662E-8,4.6783554703692744E-7,9.790204905525533E-9,1.6403253558007464E-8,9.375271798613811E-9,6.425722232221369E-10,3.4010508706782553E-9,3.706634820182361E-9
8216.0,2.0713664530145407E-7,1.1321559152294093E-7,3.8216064544575774E-7,1.4935961750252228E-7,0.08899254847035522,3.753740075807187E-8,3.7962927136614796E-7,9.216789965322287E-9,1.7644549086843253E-8,1.1584372002312487E-8,3.852593559033851E-10,6.364858933065435E-9,4.20564059257827E-9
8218.0,2.2988770700940368E-7,9.873033326942494E-8,3.516662410431417E-7,1.4388640215014998E-7,0.0933257823118324,3.7999934398157215E-8,4.641908255323578E-7,8.553468846273032E-9,1.428010332262929E-8,8.737493917885997E-9,3.116851788151134E-10,3.9927994028929305E-9,4.0216756867815715E-9
